ID,LabID,LongID,Type,TAS_Class,Group,Eruption_ID,Magma,Volcano,SiO2,TiO2,Al2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,SO2,Cl,Total,SiO2_n,TiO2_n,Al2O3_n,FeO_n,MnO_n,MgO_n,CaO_n,Na2O_n,K2O_n,P2O5_n,SO2_n,Cl_n,Total_n,SiO2_n_Z_score,TiO2_n_Z_score,Al2O3_n_Z_score,FeO_n_Z_score,Mn_Z_scoreO_n_Z_score,MgO_n_Z_score,CaO_n_Z_score,Na2O_n_Z_score,K2O_n_Z_score,SiO2_n_sqrt_transformed_Z_scores,TiO2_n_sqrt_transformed_Z_scores,Al2O3_n_sqrt_transformed_Z_scores,FeO_n_sqrt_transformed_Z_scores,Mn_sqrt_transformed_Z_scoresO_n_sqrt_transformed_Z_scores,MgO_n_sqrt_transformed_Z_scores,CaO_n_sqrt_transformed_Z_scores,Na2O_n_sqrt_transformed_Z_scores,K2O_n_sqrt_transformed_Z_scores,PC1_Z_scores_sqrt_transformed,PC2_Z_scores_sqrt_transformed,PC3_Z_scores_sqrt_transformed,PC4_Z_scores_sqrt_transformed,PC_n_sqrt_transformed_Z_scores,Variance_explained_percent,Minimum,25%_Quartile,Median,Mean,75%_Quartile,Maximum
SAM-1017,LA-1B-9,SAM-1017_LA-1B-9_R2_Reclus,Acid,Rhyolite,SAM,R2,0,Reclus,77.95,0.07,12.45,1.33,0.14,0.19,1.48,3.64,2.73,0.02,0,0,100,77.95,0.07,12.45,1.33,0.14,0.19,1.48,3.64,2.73,0.02,0,0,100,0.948817261,-1.011028425,-1.035346707,-0.662374782,0.72482741,-0.765823853,-0.618652883,-1.149161333,-0.054967564,0.94283513,-1.270534228,-1.043979556,-0.630765458,0.856169797,-0.793320875,-0.577130524,-1.149418229,0.025112811,-2.031883095,0.191332362,1.230978536,0.59913124,,,,,,,,
SAM-1018,LA-1B-10,SAM-1018_LA-1B-10_R2_Reclus,Acid,Rhyolite,SAM,R2,0,Reclus,77.98,0.15,12.45,1.3,0.05,0.19,1.61,3.59,2.66,0.03,0,0,99.99989585,77.98,0.15,12.45,1.3,0.05,0.19,1.61,3.59,2.66,0.03,0,0,100,0.952835451,-0.845186714,-1.03799633,-0.680580668,-0.412999647,-0.767677654,-0.466807318,-1.1983327,-0.143107071,0.946675485,-0.893954907,-1.046815455,-0.656372501,-0.194771024,-0.796787824,-0.39840953,-1.204612997,-0.063466742,-2.18913824,0.001514238,0.664370108,0.401374761,,,,,,,,
SAM-1019,LA-1B-11,SAM-1019_LA-1B-11_R2_Reclus,Acid,Rhyolite,SAM,R2,0,Reclus,77.73,0.25,12.68,1.33,0.03,0.22,1.48,3.48,2.73,0.06,0,0,99.99989562,77.73,0.25,12.68,1.33,0.03,0.22,1.48,3.48,2.73,0.06,0,0,100,0.909464713,-0.622812638,-0.893536295,-0.658168072,-0.723757972,-0.696232319,-0.614572051,-1.320923369,-0.05268227,0.905194498,-0.52246852,-0.892912544,-0.624888018,-0.624911724,-0.669360296,-0.572222584,-1.343816061,0.027392825,-2.145058395,0.165026236,0.508437606,0.282663501,,,,,,,,
SAM-1020,LA-1B-12,SAM-1020_LA-1B-12_R2_Reclus,Acid,Rhyolite,SAM,R2,0,Reclus,78.19,0.19,12.44,1.2,0.01,0.23,1.48,3.41,2.85,0.01,0,0,100,78.19,0.19,12.44,1.2,0.01,0.23,1.48,3.41,2.85,0.01,0,0,100,0.990035245,-0.750572571,-1.042214432,-0.744532535,-0.999210491,-0.686222771,-0.621885119,-1.391220944,0.076400007,0.982202286,-0.723793507,-1.051331119,-0.748638336,-1.201704793,-0.652421273,-0.581022174,-1.424701348,0.15485413,-2.54481162,0.227917915,0.228231717,0.198580776,,,,,,,,
SAM-1021,LA-1B-13,SAM-1021_LA-1B-13_R2_Reclus,Acid,Rhyolite,SAM,R2,0,Reclus,77.59,0.17,12.89,1.31,0,0.2,1.55,3.54,2.73,0.01,0,0,99.9998955,77.59,0.17,12.89,1.31,0,0.2,1.55,3.54,2.73,0.01,0,0,100,0.884367695,-0.785974292,-0.763332148,-0.669453166,-1.116139916,-0.738350153,-0.542597393,-1.251342649,-0.061130597,0.881161011,-0.784927371,-0.755420482,-0.640688245,-1.895081243,-0.743000367,-0.486632663,-1.26452309,0.018959871,-2.558363991,0.033858183,-0.398878559,0.11950479,,,,,,,,
SAM-1022,LA-1B-14,SAM-1022_LA-1B-14_R2_Reclus,Acid,Rhyolite,SAM,R2,0,Reclus,77.93,0.16,12.56,1.23,0.08,0.23,1.45,3.53,2.8,0.02,0,0,99.99989548,77.93,0.16,12.56,1.23,0.08,0.23,1.45,3.53,2.8,0.02,0,0,100,0.944741711,-0.817464342,-0.966076911,-0.722613878,-0.093752369,-0.687804304,-0.650060867,-1.261375282,0.023466036,0.938939379,-0.841754623,-0.970014127,-0.71659393,0.155207159,-0.655084204,-0.615108849,-1.275909826,0.102895437,-2.084548872,0.262173949,0.912440886,0.452093199,,,,,,,,
SAM-1023,LA-1B-15,SAM-1023_LA-1B-15_R2_Reclus,Acid,Rhyolite,SAM,R2,0,Reclus,77.97,0.11,12.55,1.34,0.06,0.2,1.39,3.54,2.81,0.03,0,0,99.99989557,77.97,0.11,12.55,1.34,0.06,0.2,1.39,3.54,2.81,0.03,0,0,100,0.951600065,-0.925131436,-0.972538938,-0.651142954,-0.408414619,-0.744323247,-0.713317087,-1.253568612,0.032735524,0.945494834,-1.058725685,-0.976900066,-0.615105222,-0.189236352,-0.753777106,-0.69273074,-1.267048157,0.112024909,-2.29816312,0.277453064,0.692672389,0.365382784,,,,,,,,
SAM-1024,LA-1B-16,SAM-1024_LA-1B-16_R2_Reclus,Acid,Rhyolite,SAM,R2,0,Reclus,78.03,0.08,12.62,1.23,0.03,0.22,1.4,3.6,2.78,0.01,0,0,99.99989511,78.03,0.08,12.62,1.23,0.03,0.22,1.4,3.6,2.78,0.01,0,0,100,0.961561276,-0.981086362,-0.93265888,-0.722665643,-0.720500985,-0.702115619,-0.709809968,-1.193628331,-0.001318672,0.955013195,-1.191221249,-0.934449956,-0.716669076,-0.619651063,-0.679412711,-0.688386357,-1.199316772,0.078420163,-2.459373482,0.19974818,0.378344318,0.274648739,,,,,,,,
SAM-1025,LA-1B-17,SAM-1025_LA-1B-17_R2_Reclus,Acid,Rhyolite,SAM,R2,0,Reclus,77.99,0.16,12.73,1.28,0.08,0.18,1.52,3.52,2.55,0,0,0,100,77.99,0.16,12.73,1.28,0.08,0.18,1.52,3.52,2.55,0,0,0,100,0.95533116,-0.827247233,-0.866377016,-0.691409029,-0.103120472,-0.778504108,-0.575029454,-1.27841264,-0.260190938,0.949060457,-0.859929196,-0.86413842,-0.671736915,0.14579218,-0.81722671,-0.524974882,-1.295282232,-0.183143195,-2.098740631,-0.026236017,0.864124176,0.534875615,,,,,,,,
SAM-1026,LA-1B-18,SAM-1026_LA-1B-18_R2_Reclus,Acid,Rhyolite,SAM,R2,0,Reclus,77.88,0.12,12.69,1.26,0.03,0.23,1.5,3.5,2.79,0,0,0,99.99989486,77.88,0.12,12.69,1.26,0.03,0.23,1.5,3.5,2.79,0,0,0,100,0.93488592,-0.894491492,-0.888617963,-0.702402256,-0.763925452,-0.688995008,-0.590772745,-1.294541264,0.006236855,0.929516003,-0.99273339,-0.887698046,-0.68744006,-0.691679122,-0.657092377,-0.54371919,-1.313662797,0.085891418,-2.348883135,0.168607727,0.384942582,0.370789945,,,,,,,,
SAM-1027,LA-1B-19,SAM-1027_LA-1B-19_R2_Reclus,Acid,Rhyolite,SAM,R2,0,Reclus,78,0.12,12.68,1.23,0,0.23,1.59,3.4,2.74,0.02,0,0,99.99989538,78,0.12,12.68,1.23,0,0.23,1.59,3.4,2.74,0.02,0,0,100,0.956217765,-0.908095389,-0.894612191,-0.724318093,-1.116139916,-0.687588848,-0.493709706,-1.399872349,-0.045360371,0.949907671,-1.021545474,-0.894053447,-0.71906924,-1.895081243,-0.654721132,-0.429509228,-1.434710743,0.03469221,-2.754207385,0.011168394,-0.268691103,0.220257997,,,,,,,,
SAM-1028,LA-1B-20,SAM-1028_LA-1B-20_R2_Reclus,Acid,Rhyolite,SAM,R2,0,Reclus,77.99,0.14,12.56,1.31,0.07,0.2,1.37,3.63,2.72,0.01,0,0,99.99989734,77.99,0.14,12.56,1.31,0.07,0.2,1.37,3.63,2.72,0.01,0,0,100,0.954974414,-0.851774586,-0.971221596,-0.669209648,-0.274745971,-0.744099246,-0.743605823,-1.155591336,-0.069062082,0.948719554,-0.906688948,-0.975496071,-0.640346175,-0.035107254,-0.753371371,-0.730455662,-1.156615531,0.011032439,-2.186813411,0.207609571,0.753965628,0.281595524,,,,,,,,
SAM-1029,LA-1B-21,SAM-1029_LA-1B-21_R2_Reclus,Acid,Rhyolite,SAM,R2,0,Reclus,77.9,0.13,12.75,1.28,0.02,0.22,1.42,3.45,2.79,0.04,0,0,99.99989783,77.9,0.13,12.75,1.28,0.02,0.22,1.42,3.45,2.79,0.04,0,0,100,0.939335152,-0.883925743,-0.851872457,-0.693197703,-0.811767638,-0.69952873,-0.689146231,-1.344589731,0.009620926,0.933770447,-0.970852741,-0.848792001,-0.674284677,-0.776391319,-0.674983746,-0.662887926,-1.370958731,0.089234878,-2.412677708,0.221272234,0.365751371,0.341082915,,,,,,,,
SAM-1030,LA-1B-22,SAM-1030_LA-1B-22_R2_Reclus,Acid,Rhyolite,SAM,R2,0,Reclus,78.18,0.1,12.44,1.2,0.09,0.18,1.54,3.59,2.65,0.03,0,0,100,78.18,0.1,12.44,1.2,0.09,0.18,1.54,3.59,2.65,0.03,0,0,100,0.988366701,-0.952344721,-1.041828899,-0.741454515,0.091156691,-0.782043998,-0.555091418,-1.198532788,-0.14639189,0.98060981,-1.120974033,-1.050918336,-0.74411079,0.33291354,-0.823982197,-0.501360569,-1.204838331,-0.066792587,-2.204969921,0.048879196,0.943463557,0.535063071,,,,,,,,
SAM-1031,LA-1B-23,SAM-1031_LA-1B-23_R2_Reclus,Acid,Rhyolite,SAM,R2,0,Reclus,78.32,0.2,12.54,1.13,0.06,0.2,1.48,3.32,2.7,0.04,0,0,100,78.32,0.2,12.54,1.13,0.06,0.2,1.48,3.32,2.7,0.04,0,0,100,1.013358116,-0.721195305,-0.981427882,-0.787658957,-0.376607641,-0.732943928,-0.614245022,-1.483791237,-0.087957037,1.004451799,-0.675020846,-0.986376864,-0.813063477,-0.151325119,-0.733321212,-0.571829533,-1.532441966,-0.007893581,-2.284755963,0.143835431,0.863489356,0.531143179,,,,,,,,
LP16_12.5-1,LP16_12.5,LP16_12.5-1_LP16_12.5_UK_UK,Acid,Rhyolite,LP16_12.5,LP16_12.5_UK,0,UK,74.28,0.13,11.4,0.78,0.03,0.14,0.92,3.36,3.98,0.02,0,0,95.045,78.16,0.13,12,0.82,0.04,0.14,0.97,3.53,4.18,0.03,0,0,100,0.984249765,-0.875544197,-1.312215016,-0.98137975,-0.668157266,-0.842806188,-1.192759307,-1.259498683,1.607480143,0.97668015,-0.953786494,-1.343029272,-1.129754035,-0.537900225,-0.946246342,-1.341421584,-1.273778767,1.508089336,-2.898513419,1.740059366,0.36879885,0.185616303,,,,,,,,
LP16_12.5-2,LP16_12.5,LP16_12.5-2_LP16_12.5_UK_UK,Acid,Rhyolite,LP16_12.5,LP16_12.5_UK,0,UK,74.72,0.14,11.46,0.9,0.02,0.14,0.96,3.31,3.89,0.02,0,0,95.5756,78.18,0.14,11.99,0.94,0.02,0.15,1.01,3.46,4.08,0.03,0,0,100,0.988878824,-0.856908834,-1.314045974,-0.905368629,-0.861953228,-0.837748542,-1.146336083,-1.334644576,1.48338056,0.981098596,-0.91670638,-1.345025518,-0.999482111,-0.872768956,-0.935567183,-1.273001706,-1.359541937,1.407345411,-2.947479295,1.620101573,0.261538367,0.133109533,,,,,,,,
LP16_12.5-3,LP16_12.5,LP16_12.5-3_LP16_12.5_UK_UK,Acid,Rhyolite,LP16_12.5,LP16_12.5_UK,0,UK,74.79,0.14,11.53,0.81,0.03,0.06,0.41,3.16,4.98,0.05,0,0,95.9793,77.93,0.15,12.02,0.84,0.04,0.06,0.43,3.3,5.19,0.05,0,0,100,0.94392703,-0.836688869,-1.301120569,-0.968979243,-0.66852151,-0.996277336,-1.793360839,-1.508650039,2.759130422,0.93816057,-0.877721227,-1.330938605,-1.107886289,-0.538452083,-1.341139967,-2.415412998,-1.561618783,2.386965943,-3.37429492,2.998806356,0.426565837,0.051848255,,,,,,,,
LP16_12.5-4,LP16_12.5,LP16_12.5-4_LP16_12.5_UK_UK,Acid,Rhyolite,LP16_12.5,LP16_12.5_UK,0,UK,74.92,0.15,14.34,0.79,0.03,0.06,1.33,3.69,4.44,0.04,0,0,99.7796,75.09,0.15,14.37,0.79,0.03,0.06,1.33,3.7,4.45,0.04,0,0,100,0.443523362,-0.835680909,0.138316751,-1.004815228,-0.771427632,-1.005681922,-0.780569557,-1.088697251,1.914753977,0.455344304,-0.875809706,0.167106142,-1.171798901,-0.704564358,-1.372558302,-0.777004508,-1.082034338,1.75206064,-2.104683203,1.782489421,-0.768860563,1.171527553,,,,,,,,
LP16_12.5-5,LP16_12.5,LP16_12.5-5_LP16_12.5_UK_UK,Acid,Rhyolite,LP16_12.5,LP16_12.5_UK,0,UK,77.18,0.2,13.24,1.31,0.04,0.27,1.68,4.09,2.42,0.06,0,0,100.4804,76.81,0.2,13.18,1.3,0.04,0.27,1.67,4.07,2.41,0.06,0,0,100,0.747675108,-0.730892996,-0.588265407,-0.678184871,-0.652942366,-0.61985445,-0.400692142,-0.703957185,-0.427897379,0.749872031,-0.690937495,-0.572330799,-0.65298673,-0.51504559,-0.544854808,-0.322949628,-0.66508222,-0.358814724,-1.696643829,-0.323990811,0.098649105,0.14192101,,,,,,,,
LP16_12.5-6,LP16_12.5,LP16_12.5-6_LP16_12.5_UK_UK,Acid,Rhyolite,LP16_12.5,LP16_12.5_UK,0,UK,78.22,0.39,11.23,0.85,0.03,0.09,0.57,2.54,5.21,0.06,0,0,99.1758,78.87,0.4,11.33,0.85,0.03,0.09,0.57,2.56,5.25,0.06,0,0,100,1.109530248,-0.305023258,-1.723502846,-0.962352931,-0.733229684,-0.948055121,-1.630980267,-2.280872952,2.832455904,1.095999957,-0.107074897,-1.797881066,-1.096304511,-0.640335689,-1.197613831,-2.078694206,-2.527182884,2.43990592,-3.469857572,3.000627341,1.153966248,0.356679436,,,,,,,,
LP16_12.5-7,LP16_12.5,LP16_12.5-7_LP16_12.5_UK_UK,Acid,Rhyolite,LP16_12.5,LP16_12.5_UK,0,UK,72.34,0.21,16.5,0.98,0.04,0.2,2.78,5.31,2.42,0.13,0,0,100.9079,71.69,0.21,16.35,0.98,0.04,0.2,2.76,5.27,2.39,0.13,0,0,100,-0.155782894,-0.715067512,1.348553789,-0.885011207,-0.654904711,-0.748707571,0.813550887,0.549892842,-0.443446675,-0.135077026,-0.665052972,1.333893555,-0.966014381,-0.517971966,-0.761743803,0.879728854,0.576539209,-0.375369759,-0.095276023,-0.831523383,-1.763039438,1.064024639,,,,,,,,
LP16_12.5-8,LP16_12.5,LP16_12.5-8_LP16_12.5_UK_UK,Acid,Rhyolite,LP16_12.5,LP16_12.5_UK,0,UK,77.21,0.24,12.04,1.1,0.04,0.11,1.5,4.1,2.54,0.07,0,0,98.9395,78.03,0.24,12.17,1.11,0.04,0.11,1.52,4.14,2.57,0.07,0,0,100,0.962665789,-0.646800069,-1.209413466,-0.796668815,-0.561726397,-0.898510339,-0.577130115,-0.62819319,-0.245471934,0.956068391,-0.558292087,-1.231344063,-0.826765112,-0.385265028,-1.071382392,-0.527470935,-0.585232727,-0.167968323,-2.20804762,-0.094624265,0.251622051,-0.116821104,,,,,,,,
LP16_12.5-9,LP16_12.5,LP16_12.5-9_LP16_12.5_UK_UK,Acid,DaciteTrachyte,LP16_12.5,LP16_12.5_UK,0,UK,67.96,0.17,19.48,0.44,0.02,0.01,4.57,6.48,1.21,0.06,0,0,100.393,67.69,0.17,19.4,0.44,0.02,0.01,4.55,6.45,1.21,0.06,0,0,100,-0.859373599,-0.804131686,3.21670323,-1.226316269,-0.837215254,-1.096078489,2.817221843,1.789990713,-1.801377331,-0.846408206,-0.817392507,3.004072484,-1.63195541,-0.824177005,-1.833126988,2.425119779,1.671489521,-2.068086618,0.709822202,-3.038172125,-3.760884115,2.083136922,,,,,,,,
LP16_12.5-10,LP16_12.5,LP16_12.5-10_LP16_12.5_UK_UK,Acid,Rhyolite,LP16_12.5,LP16_12.5_UK,0,UK,78.48,0.22,11.05,0.74,0.04,0.27,1.29,3.9,2.73,0.06,0,0,98.7803,79.44,0.22,11.19,0.74,0.04,0.27,1.31,3.95,2.76,0.06,0,0,100,1.211438002,-0.677872975,-1.805635464,-1.032093125,-0.638498188,-0.609409645,-0.808611662,-0.822466605,-0.018792431,1.192662996,-0.605954166,-1.890316417,-1.221994954,-0.493693515,-0.528609293,-0.812704326,-0.791424043,0.061107286,-2.672230923,0.168107888,0.671362629,-0.462306762,,,,,,,,
LP16_12.5-11,LP16_12.5,LP16_12.5-11_LP16_12.5_UK_UK,Acid,Rhyolite,LP16_12.5,LP16_12.5_UK,0,UK,81.44,0.16,8.89,0.49,0,0.03,1.02,3.33,2.03,0.09,0,0,97.4806,83.55,0.16,9.12,0.5,0,0.03,1.04,3.42,2.09,0.09,0,0,100,1.934506097,-0.807625763,-3.074846873,-1.18536893,-1.113516556,-1.053168357,-1.103751515,-1.381756761,-0.795264284,1.868649684,-0.823732905,-3.396376952,-1.535888577,-1.791224149,-1.559871217,-1.211469839,-1.413765514,-0.763338782,-4.81851446,-0.54419998,0.729361833,-1.114434903,,,,,,,,
LP16_12.5-12,LP16_12.5,LP16_12.5-12_LP16_12.5_UK_UK,Acid,Rhyolite,LP16_12.5,LP16_12.5_UK,0,UK,68.77,0.2,15.94,1.02,0.06,0.11,2.38,5.24,2.54,0.11,0,0,96.359,71.37,0.21,16.54,1.06,0.06,0.11,2.47,5.44,2.64,0.11,0,0,100,-0.211424731,-0.7134599,1.464999299,-0.829592097,-0.359779488,-0.906616364,0.491663612,0.726575152,-0.166229035,-0.190597736,-0.662449185,1.442337961,-0.877587814,-0.131597019,-1.09092244,0.588366927,0.739587537,-0.086915795,-0.031288981,-0.428073892,-1.752552412,1.072058414,,,,,,,,
LP16_12.5-13,LP16_12.5,LP16_12.5-13_LP16_12.5_UK_UK,Acid,Rhyolite,LP16_12.5,LP16_12.5_UK,0,UK,74.85,0.18,13.08,1.16,0.03,0.1,1.68,4.12,2.78,0.09,0,0,98.0584,76.33,0.18,13.34,1.18,0.03,0.1,1.71,4.2,2.83,0.09,0,0,100,0.66263631,-0.768055972,-0.493899246,-0.755238341,-0.713218909,-0.919090783,-0.36120062,-0.560155068,0.060510689,0.667860231,-0.753643855,-0.474464054,-0.764457486,-0.607966885,-1.121777978,-0.278511313,-0.514119917,0.139302119,-1.847322003,0.095145934,-0.367855633,0.359889455,,,,,,,,
LP16_12.5-15,LP16_12.5,LP16_12.5-15_LP16_12.5_UK_UK,Acid,Rhyolite,LP16_12.5,LP16_12.5_UK,0,UK,69.71,0.13,16.22,1.14,0.03,0.08,2.61,6.1,2.53,0.06,0,0,98.6271,70.68,0.14,16.45,1.16,0.03,0.08,2.65,6.19,2.57,0.06,0,0,100,-0.332707651,-0.869081289,1.408935032,-0.769508018,-0.746656606,-0.953493163,0.691370484,1.510558138,-0.24510266,-0.312043805,-0.940795084,1.390204276,-0.785719064,-0.662531111,-1.212598407,0.771011765,1.434200331,-0.167588101,-0.009533729,-0.654580368,-2.476709148,0.669162487,,,,,,,,
LP16_32-2,LP16_32,LP16_32-2_LP16_32_UK_UK,Acid,Rhyolite,LP16_32,LP16_32_UK,0,UK,72.18,0.18,14.44,0.61,0.02,0.03,2.22,4.39,3.33,0.05,0,0,97.4557,74.07,0.18,14.82,0.63,0.02,0.03,2.28,4.51,3.41,0.05,0,0,100,0.263536522,-0.774523843,0.414550519,-1.104880223,-0.840616651,-1.046562287,0.275144317,-0.245413117,0.724650628,0.27945665,-0.764852992,0.440164595,-1.363492539,-0.830726701,-1.529918473,0.382721025,-0.19210348,0.759881797,-1.47220202,0.360333433,-1.54309079,1.233879991,,,,,,,,
LP16_32-3,LP16_32,LP16_32-3_LP16_32_UK_UK,Acid,Rhyolite,LP16_32,LP16_32_UK,0,UK,72.36,0.19,15.23,0.89,0.03,0.09,2.55,5.48,2.24,0.05,0,0,99.1123,73.01,0.19,15.37,0.9,0.03,0.09,2.57,5.53,2.26,0.05,0,0,100,0.076949665,-0.747711775,0.750165303,-0.931625376,-0.760076163,-0.94443393,0.601047311,0.822519495,-0.595748593,0.095834283,-0.718969519,0.766383897,-1.043497213,-0.685121107,-1.187776555,0.689193138,0.827066024,-0.540070729,-0.636344,-0.964005888,-1.824395432,0.614800726,,,,,,,,
LP16_32-4,LP16_32,LP16_32-4_LP16_32_UK_UK,Acid,Rhyolite,LP16_32,LP16_32_UK,0,UK,76.17,0.25,10.54,1.41,0.05,0.08,1.21,3.64,2.61,0.08,0,0,96.0255,79.32,0.26,10.97,1.47,0.05,0.08,1.26,3.79,2.72,0.08,0,0,100,1.189020845,-0.593502282,-1.940008547,-0.568839624,-0.492971398,-0.952557701,-0.867358808,-0.995652331,-0.073987657,1.171429806,-0.479755117,-2.042749038,-0.503357302,-0.294381291,-1.210002166,-0.88862042,-0.979362793,0.006104306,-2.678379418,0.242421361,0.944783606,-0.462602159,,,,,,,,
LP16_32-5,LP16_32,LP16_32-5_LP16_32_UK_UK,Acid,Rhyolite,LP16_32,LP16_32_UK,0,UK,82.67,0.13,9.35,0.15,0,-0.01,1.51,3.46,0.77,0.05,0,0,98.0759,84.29,0.13,9.53,0.16,0,-0.01,1.54,3.52,0.78,0.06,0,0,100,2.065521883,-0.882490159,-2.821623097,-1.407215014,-1.136999422,-1.121812103,-0.549892876,-1.271035167,-2.290263916,1.989343957,-0.96791176,-3.083195838,-2.183036444,-1.895081243,-2.071310448,-0.49522606,-1.28688814,-2.881079887,-5.130748768,-2.812959922,0.379105677,-0.779132996,,,,,,,,
LP16_32-6,LP16_32,LP16_32-6_LP16_32_UK_UK,Acid,Rhyolite,LP16_32,LP16_32_UK,0,UK,74.92,0.29,12.5,0.68,0.04,0.04,2.18,3.92,2.24,0.07,0,0,96.8691,77.34,0.3,12.91,0.7,0.04,0.04,2.25,4.04,2.31,0.07,0,0,100,0.840449528,-0.523529846,-0.754935829,-1.059670358,-0.621154695,-1.041263849,0.246818883,-0.728379634,-0.538943333,0.839050824,-0.382016709,-0.746593278,-1.274232581,-0.468477708,-1.507042557,0.35518122,-0.690973158,-0.478088935,-2.046704954,-0.725127489,-0.252992144,0.709299911,,,,,,,,
LP16_32-7,LP16_32,LP16_32-7_LP16_32_UK_UK,Acid,NC,LP16_32,LP16_32_UK,0,UK,68.33,0.22,16.86,0.77,0.02,0.05,4.29,5.2,1.31,0.05,0,0,97.0883,70.38,0.23,17.36,0.79,0.02,0.05,4.42,5.35,1.35,0.05,0,0,100,-0.386750205,-0.663788949,1.969943587,-1.002521982,-0.846158915,-1.017593178,2.667845876,0.63851689,-1.642676374,-0.366349431,-0.584168089,1.905521267,-1.167641881,-0.841486049,-1.414504406,2.321897252,0.658646529,-1.836436358,0.214020975,-2.726067395,-2.484181305,1.86400924,,,,,,,,
LP16_32-8,LP16_32,LP16_32-8_LP16_32_UK_UK,Acid,Rhyolite,LP16_32,LP16_32_UK,0,UK,70.73,0.2,14.9,0.88,0.05,0.15,3.34,4.9,1.57,0.06,0,0,96.7879,73.07,0.21,15.4,0.91,0.05,0.15,3.45,5.07,1.63,0.06,0,0,100,0.088836313,-0.714337255,0.768326455,-0.929336405,-0.421258165,-0.828616532,1.590366498,0.341585449,-1.323401665,0.107571624,-0.663869628,0.783869239,-1.039620641,-0.204785753,-0.916535168,1.525658442,0.380905372,-1.404006234,-0.284724327,-2.016980301,-1.219496731,1.177818272,,,,,,,,
LP16_32-9,LP16_32,LP16_32-9_LP16_32_UK_UK,Acid,Rhyolite,LP16_32,LP16_32_UK,0,UK,77.2,0.27,10.53,1.17,0.04,0.08,0.91,4.09,2.56,0.07,0,0,96.9131,79.66,0.27,10.86,1.21,0.04,0.08,0.94,4.22,2.64,0.08,0,0,100,1.249878751,-0.570474112,-2.007800364,-0.735985616,-0.643808572,-0.959094795,-1.222331092,-0.542963167,-0.163395984,1.229033958,-0.446959861,-2.120231048,-0.736088851,-0.50150555,-1.228312204,-1.385775044,-0.496238454,-0.084037853,-2.888318327,0.289261185,0.63601829,-1.028250764,,,,,,,,
LP16_32-10,LP16_32,LP16_32-10_LP16_32_UK_UK,Acid,Rhyolite,LP16_32,LP16_32_UK,0,UK,70.89,0.23,16.85,1.11,0.04,0.06,3.62,5.33,1.69,0.07,0,0,99.8844,70.97,0.23,16.87,1.11,0.04,0.06,3.62,5.34,1.69,0.07,0,0,100,-0.281241447,-0.668457672,1.668601297,-0.79847368,-0.633537024,-0.989434129,1.775582283,0.623000527,-1.25289403,-0.260436479,-0.591355641,1.630461369,-0.829520278,-0.486434357,-1.319102943,1.669781468,0.644318372,-1.313639446,0.160348082,-1.961812362,-2.019108304,1.487637249,,,,,,,,
LP16_32-11,LP16_32,LP16_32-11_LP16_32_UK_UK,Acid,Rhyolite,LP16_32,LP16_32_UK,0,UK,75.23,0.24,11.45,1.46,0.03,0.05,1.79,3.67,2.38,0.05,0,0,96.357,78.07,0.25,11.88,1.52,0.04,0.05,1.85,3.81,2.47,0.05,0,0,100,0.969763992,-0.622764086,-1.381875258,-0.540750572,-0.662314241,-1.0199552,-0.198300403,-0.969259739,-0.350751945,0.96284865,-0.522396824,-1.419154335,-0.466350783,-0.529078062,-1.42314483,-0.099887196,-0.95045995,-0.277360866,-2.284714624,-0.314636955,0.378078845,0.151037469,,,,,,,,
LP16_32-12,LP16_32,LP16_32-12_LP16_32_UK_UK,Acid,Rhyolite,LP16_32,LP16_32_UK,0,UK,71.56,0.22,13.65,0.88,0.04,0.05,1.92,3.61,3.88,0.06,0,0,95.87,74.65,0.23,14.24,0.92,0.04,0.05,2.01,3.77,4.04,0.06,0,0,100,0.365624185,-0.663316604,0.060241609,-0.922418941,-0.622664838,-1.012232656,-0.02832317,-1.016584464,1.447522583,0.379367038,-0.583442777,0.089153418,-1.027951824,-0.470655573,-1.395304877,0.079164801,-1.002354444,1.377987362,-1.5937568,1.141979057,-0.660265817,1.422848717,,,,,,,,
LP16_32-13,LP16_32,LP16_32-13_LP16_32_UK_UK,Acid,Rhyolite,LP16_32,LP16_32_UK,0,UK,71.25,0.21,16.05,0.84,0.04,0,2.74,5.22,2.7,0.06,0,0,99.1215,71.88,0.21,16.19,0.85,0.04,0,2.77,5.27,2.73,0.06,0,0,100,-0.121200521,-0.71200516,1.251783158,-0.964238504,-0.632402556,-1.099259276,0.823131949,0.550826357,-0.063110545,-0.100631531,-0.660096993,1.243290879,-1.099592987,-0.484779656,-1.867478801,0.888162368,0.577407513,0.016981877,-0.562778012,-0.47876481,-2.117918922,1.382864211,,,,,,,,
LP16_32-14,LP16_32,LP16_32-14_LP16_32_UK_UK,Acid,Rhyolite,LP16_32,LP16_32_UK,0,UK,74.72,0.2,13.86,1.48,0.05,0.32,1.77,4.45,2.68,0.05,0,0,99.5856,75.03,0.2,13.92,1.48,0.05,0.32,1.78,4.47,2.69,0.05,0,0,100,0.433201141,-0.725902396,-0.13619361,-0.563293423,-0.424088357,-0.519255402,-0.281249233,-0.28470784,-0.10022292,0.445289627,-0.682724548,-0.108532776,-0.496006862,-0.208231477,-0.394917512,-0.189929454,-0.231705459,-0.020210531,-1.004287908,-0.044401235,-0.167679476,0.243218589,,,,,,,,
